{0, 71, 40, 10, 80, 50, 20, 90, 60, 30}
{0, 71, 40, 10, 80, 50, 20, 91, 60, 30}
{67, 39, 9, 76, 81, 49, 18, 57, 27, 92}
{68, 39, 9, 77, 49, 18, 83, 58, 27, 93}
{68, 39, 9, 77, 49, 18, 84, 58, 27, 94}
{68, 39, 9, 78, 49, 18, 86, 58, 27, 95}
{96, 68, 39, 9, 78, 49, 18, 87, 58, 27}
{97, 69, 39, 9, 59, 79, 49, 18, 88, 27}
{98, 69, 39, 9, 59, 79, 49, 18, 89, 27}
{99, 69, 39, 9, 59, 79, 49, 18, 89, 27}
